,JOIN,doubleheader,temperature_fahrenheit,season_game_number,days_since_last_game,pitches_p,ba_p,iso_p,babip_p,slg_p,woba_p,xwoba_p,xba_p,hits_p,abs_p,launch_speed_p,launch_angle_p,spin_rate_p,velocity_p,effective_speed_p,whiffs_p,swings_p,takes_p,eff_min_vel_p,release_extension_p,pitcher_run_exp_p,run_exp_p,pitches_h,ba_h,iso_h,babip_h,slg_h,woba_h,xwoba_h,xba_h,hits_h,abs_h,launch_speed_h,launch_angle_h,spin_rate_h,velocity_h,effective_speed_h,whiffs_h,swings_h,takes_h,eff_min_vel_h,release_extension_h,pitcher_run_exp_h,run_exp_h,duration,score,opp_score,opp_ScoreLine,winLoss_numeric
3967,45167TEXDH0,0,76,132,1.0,122,0.212,0.091,0.286,0.303,0.235,0.267,0.229,7,33,85.3,5.7,2342,89.7,90.25,15,67,55,0.5,6.77,3.2,-3.2,145,0.2,0.133,0.238,0.333,0.293,0.372,0.28,6,30,93.5,12.8,2077,88.4,88.74,16,58,87,0.2999999999999971,6.59,1.6,-1.6,145,2,1,000000001,1
3968,45167OAKDH0,0,60,133,1.0,168,0.129,0.032,0.211,0.161,0.231,0.28,0.159,4,31,85.9,26.3,2222,88.7,89.15,24,72,96,0.3999999999999915,6.6,3.2,-3.2,124,0.257,0.2,0.233,0.457,0.301,0.369,0.308,9,35,87.3,12.5,2354,90.6,90.34,10,64,60,-0.3,6.11,1.5,-1.5,168,3,1,000100000,1
3969,45167SEADH0,0,60,132,1.0,124,0.257,0.2,0.233,0.457,0.301,0.369,0.308,9,35,87.3,12.5,2354,90.6,90.34,10,64,60,-0.3,6.11,1.5,-1.5,168,0.129,0.032,0.211,0.161,0.231,0.28,0.159,4,31,85.9,26.3,2222,88.7,89.15,24,72,96,0.3999999999999915,6.6,3.2,-3.2,168,1,3,120000000,0
3970,45167LAADH0,0,78,133,1.0,142,0.361,0.556,0.308,0.917,0.533,0.444,0.305,13,36,89.6,16.6,2142,87.8,87.62,15,77,65,-0.2,6.17,-6.8,6.8,135,0.297,0.324,0.296,0.622,0.406,0.367,0.298,11,37,87.9,12.3,2336,90.4,90.0,16,72,63,-0.4,6.09,-1.5,1.5,155,7,12,01100631x,0
3971,45167PHIDH0,0,78,132,1.0,135,0.297,0.324,0.296,0.622,0.406,0.367,0.298,11,37,87.9,12.3,2336,90.4,90.0,16,72,63,-0.4,6.09,-1.5,1.5,142,0.361,0.556,0.308,0.917,0.533,0.444,0.305,13,36,89.6,16.6,2142,87.8,87.62,15,77,65,-0.2,6.17,-6.8,6.8,155,12,7,011110102,1
3972,45167SDDH0,0,85,133,1.0,137,0.257,0.2,0.292,0.457,0.304,0.342,0.26,9,35,89.3,3.8,2477,89.7,90.07,18,75,62,0.3999999999999915,6.48,-1.4,1.4,176,0.316,0.132,0.355,0.447,0.346,0.245,0.198,12,38,83.1,10.3,2094,87.1,87.6,23,84,92,0.5,6.57,1.5,-1.5,171,5,6,0011010201,0
3973,45167STLDH0,0,85,133,1.0,176,0.316,0.132,0.355,0.447,0.346,0.245,0.198,12,38,83.1,10.3,2094,87.1,87.6,23,84,92,0.5,6.57,1.5,-1.5,137,0.257,0.2,0.292,0.457,0.304,0.342,0.26,9,35,89.3,3.8,2477,89.7,90.07,18,75,62,0.3999999999999915,6.48,-1.4,1.4,171,6,5,1002010100,1
3974,45167MIADH0,0,72,132,2.0,180,0.395,0.316,0.414,0.711,0.482,0.372,0.277,15,38,88.3,16.6,2243,91.9,91.47,22,94,86,-0.4,6.2,-5.7,5.7,175,0.27,0.135,0.31,0.405,0.299,0.308,0.276,10,37,87.0,9.3,2478,89.6,88.82,17,88,87,-0.8,5.98,2.0,-2.0,192,2,11,010003403,0
3975,45167TBDH0,0,72,133,2.0,175,0.27,0.135,0.31,0.405,0.299,0.308,0.276,10,37,87.0,9.3,2478,89.6,88.82,17,88,87,-0.8,5.98,2.0,-2.0,180,0.395,0.316,0.414,0.711,0.482,0.372,0.277,15,38,88.3,16.6,2243,91.9,91.47,22,94,86,-0.4,6.2,-5.7,5.7,192,11,2,101000000,1
3976,45167TORDH0,0,71,133,1.0,141,0.229,0.171,0.222,0.4,0.289,0.289,0.231,8,35,85.1,14.9,2276,86.7,86.89,10,69,72,0.2000000000000028,6.56,0.2,-0.2,175,0.306,0.194,0.333,0.5,0.376,0.305,0.24,11,36,87.8,16.8,2129,91.3,92.44,12,81,94,1.1000000000000083,7.02,1.3,-1.3,175,4,5,020030000,0
3977,45167WSHDH0,0,71,133,1.0,175,0.306,0.194,0.333,0.5,0.376,0.305,0.24,11,36,87.8,16.8,2129,91.3,92.44,12,81,94,1.1000000000000083,7.02,1.3,-1.3,141,0.229,0.171,0.222,0.4,0.289,0.289,0.231,8,35,85.1,14.9,2276,86.7,86.89,10,69,72,0.2000000000000028,6.56,0.2,-0.2,175,5,4,001000111,1
3978,45168ATLDH0,0,91,132,1.0,134,0.156,0.156,0.174,0.313,0.257,0.26,0.17,5,32,86.0,20.5,2143,87.8,88.46,17,64,70,0.7000000000000028,6.28,2.7,-2.7,141,0.316,0.237,0.3,0.553,0.376,0.402,0.321,12,38,88.6,4.4,2411,88.9,89.78,14,73,68,0.8999999999999915,6.43,-1.9,1.9,155,7,3,001001100,1
3979,45168COLDH0,0,91,133,1.0,141,0.316,0.237,0.3,0.553,0.376,0.402,0.321,12,38,88.6,4.4,2411,88.9,89.78,14,73,68,0.8999999999999915,6.43,-1.9,1.9,134,0.156,0.156,0.174,0.313,0.257,0.26,0.17,5,32,86.0,20.5,2143,87.8,88.46,17,64,70,0.7000000000000028,6.28,2.7,-2.7,155,3,7,001204000,0
3980,45168BALDH0,0,82,133,1.0,193,0.366,0.341,0.4,0.707,0.47,0.368,0.283,15,41,90.0,11.1,2274,88.5,88.98,23,95,98,0.5,6.6,-4.9,4.9,154,0.29,0.161,0.364,0.452,0.35,0.272,0.21,9,31,84.8,10.1,2484,89.9,90.03,24,69,85,0.1,6.32,-0.5,0.5,189,5,10,043003000,0
3981,45168CWSDH0,0,82,134,1.0,154,0.29,0.161,0.364,0.452,0.35,0.272,0.21,9,31,84.8,10.1,2484,89.9,90.03,24,69,85,0.1,6.32,-0.5,0.5,193,0.366,0.341,0.4,0.707,0.47,0.368,0.283,15,41,90.0,11.1,2274,88.5,88.98,23,95,98,0.5,6.6,-4.9,4.9,189,10,5,401000000,1
3982,45168CHCDH0,0,67,133,1.0,153,0.152,0.0,0.2,0.152,0.221,0.289,0.226,5,33,85.5,8.7,2109,85.2,84.86,18,64,89,-0.3,5.92,2.8,-2.8,120,0.115,0.038,0.167,0.154,0.189,0.276,0.176,3,26,89.0,4.9,2319,91.2,91.85,21,56,64,0.5999999999999943,6.57,0.7,-0.7,151,3,2,001000010,1
3983,45168MILDH0,0,67,133,1.0,120,0.115,0.038,0.167,0.154,0.189,0.276,0.176,3,26,89.0,4.9,2319,91.2,91.84,21,56,64,0.5999999999999943,6.57,0.7,-0.7,153,0.152,0.0,0.2,0.152,0.221,0.289,0.226,5,33,85.5,8.7,2109,85.2,84.86,18,64,89,-0.3,5.92,2.8,-2.8,151,2,3,20000001x,0
3984,45168CINDH0,0,73,135,1.0,150,0.133,0.067,0.182,0.2,0.208,0.251,0.187,4,30,81.5,9.0,2304,90.1,90.99,16,71,79,0.9000000000000057,6.73,3.6,-3.6,151,0.297,0.135,0.385,0.432,0.332,0.235,0.198,11,37,92.6,9.8,1916,87.5,88.62,14,70,81,1.0999999999999943,6.92,1.1,-1.1,152,4,1,000001000,1
3985,45168SFDH0,0,73,133,1.0,151,0.297,0.135,0.385,0.432,0.332,0.235,0.198,11,37,92.6,9.8,1916,87.5,88.62,14,70,81,1.0999999999999943,6.92,1.1,-1.1,150,0.133,0.067,0.182,0.2,0.208,0.251,0.187,4,30,81.5,9.0,2304,90.1,90.99,16,71,79,0.9000000000000057,6.73,3.6,-3.6,152,1,4,000002020,0
3986,45168CLEDH0,0,74,134,1.0,170,0.125,0.031,0.222,0.156,0.199,0.251,0.185,4,32,90.7,15.2,2363,89.2,89.53,25,82,88,0.2999999999999971,6.49,3.0,-3.0,140,0.2,0.143,0.222,0.343,0.266,0.317,0.266,7,35,83.6,5.3,2486,90.7,90.97,18,70,70,0.2999999999999971,6.42,1.2,-1.2,190,5,2,0000200000,1
3987,45168MINDH0,0,74,134,1.0,140,0.2,0.143,0.222,0.343,0.266,0.317,0.266,7,35,83.6,5.3,2486,90.7,90.98,18,70,70,0.2999999999999971,6.42,1.2,-1.2,170,0.125,0.031,0.222,0.156,0.199,0.251,0.185,4,32,90.7,15.2,2363,89.2,89.53,25,82,88,0.2999999999999971,6.49,3.0,-3.0,190,2,5,0000000113,0
3988,45168DETDH0,0,64,133,1.0,173,0.229,0.314,0.25,0.543,0.375,0.402,0.262,8,35,95.5,19.7,2266,89.0,89.47,26,85,88,0.5,6.53,-1.2,1.2,129,0.133,0.2,0.125,0.333,0.238,0.234,0.154,4,30,92.1,15.4,2165,91.6,91.11,17,60,69,-0.5,6.04,2.3,-2.3,157,2,6,211200000,0
3989,45168NYYDH0,0,64,133,1.0,129,0.133,0.2,0.125,0.333,0.238,0.234,0.154,4,30,92.1,15.4,2165,91.6,91.11,17,60,69,-0.5,6.04,2.3,-2.3,173,0.229,0.314,0.25,0.543,0.375,0.402,0.262,8,35,95.5,19.7,2266,89.0,89.47,26,85,88,0.5,6.53,-1.2,1.2,157,6,2,001001000,1
3990,45168BOSDH0,0,78,134,1.0,151,0.324,0.135,0.4,0.459,0.369,0.314,0.27,12,37,87.0,0.2,2217,89.3,90.08,15,80,71,0.7999999999999972,6.65,-1.4,1.4,162,0.206,0.088,0.259,0.294,0.24,0.289,0.25,7,34,88.6,11.6,2223,91.3,91.04,15,83,79,-0.3,6.08,1.3,-1.3,186,4,7,033100000,0
3991,45168HOUDH0,0,78,135,1.0,162,0.206,0.088,0.259,0.294,0.24,0.289,0.25,7,34,88.6,11.6,2223,91.3,91.04,15,83,79,-0.3,6.08,1.3,-1.3,151,0.324,0.135,0.4,0.459,0.369,0.314,0.27,12,37,87.0,0.2,2217,89.3,90.08,15,80,71,0.7999999999999972,6.65,-1.4,1.4,186,7,4,000004000,1
3992,45168KCDH0,0,83,135,1.0,131,0.194,0.258,0.174,0.452,0.304,0.4,0.322,6,31,85.9,13.2,2093,91.0,90.3,13,59,72,-0.7,5.79,0.5,-0.5,137,0.143,0.179,0.176,0.321,0.24,0.285,0.196,4,28,91.4,15.6,2179,90.1,90.59,15,64,73,0.5,6.6,3.0,-3.0,145,1,4,120000100,0
3993,45168PITDH0,0,83,134,1.0,137,0.143,0.179,0.176,0.321,0.24,0.285,0.196,4,28,91.4,15.6,2179,90.1,90.59,15,64,73,0.5,6.6,3.0,-3.0,131,0.194,0.258,0.174,0.452,0.304,0.4,0.322,6,31,85.9,13.2,2093,91.0,90.3,13,59,72,-0.7,5.79,0.5,-0.5,145,4,1,000100000,1
3994,45168AZDH0,0,82,134,1.0,161,0.314,0.229,0.346,0.543,0.396,0.358,0.278,11,35,89.1,17.6,2373,88.9,89.59,19,87,74,0.6999999999999886,6.63,-3.0,3.0,142,0.182,0.061,0.231,0.242,0.213,0.227,0.205,6,33,83.1,14.9,2210,87.5,88.34,15,62,80,0.7999999999999972,6.72,4.2,-4.2,162,0,7,00420100x,0
3995,45168LADDH0,0,82,132,1.0,142,0.182,0.061,0.231,0.242,0.213,0.227,0.205,6,33,83.1,14.9,2210,87.5,88.34,15,62,80,0.7999999999999972,6.72,4.2,-4.2,161,0.314,0.229,0.346,0.543,0.396,0.358,0.278,11,35,89.1,17.6,2373,88.9,89.59,19,87,74,0.6999999999999886,6.63,-3.0,3.0,162,7,0,000000000,1
3996,45168NYMDH0,0,81,134,1.0,206,0.2,0.086,0.222,0.286,0.3,0.376,0.276,7,35,85.9,11.9,2286,87.7,87.68,17,87,119,0.0,6.66,-1.2,1.2,159,0.314,0.314,0.333,0.629,0.433,0.315,0.226,11,35,87.9,9.8,2158,87.1,86.87,18,73,86,-0.2,6.44,-3.5,3.5,197,6,5,0001010300,1
3997,45168TEXDH0,0,81,133,1.0,159,0.314,0.314,0.333,0.629,0.433,0.315,0.226,11,35,87.9,9.8,2158,87.1,86.87,18,73,86,-0.2,6.44,-3.5,3.5,206,0.2,0.086,0.222,0.286,0.3,0.376,0.276,7,35,85.9,11.9,2286,87.7,87.68,17,87,119,0.0,6.66,-1.2,1.2,197,5,6,0300000201,0
3998,45168OAKDH0,0,69,134,1.0,127,0.207,0.172,0.263,0.379,0.302,0.319,0.251,6,29,85.5,22.1,2080,86.8,87.28,14,60,67,0.5,6.51,-1.5,1.5,142,0.265,0.176,0.32,0.441,0.31,0.31,0.271,9,34,88.5,11.3,2413,92.1,92.11,25,75,66,0.0,6.27,-0.4,0.4,146,4,5,00300020x,0
3999,45168SEADH0,0,69,133,1.0,142,0.265,0.176,0.32,0.441,0.31,0.31,0.271,9,34,88.5,11.3,2413,92.1,92.11,25,75,66,0.0,6.27,-0.4,0.4,127,0.207,0.172,0.263,0.379,0.302,0.319,0.251,6,29,85.5,22.0,2080,86.8,87.28,14,60,67,0.5,6.51,-1.5,1.5,146,5,4,030000100,1
4000,45168LAADH0,0,83,134,1.0,182,0.306,0.194,0.346,0.5,0.408,0.439,0.324,11,36,89.6,13.5,2219,90.3,89.93,22,98,84,-0.4,6.1,-3.2,3.2,139,0.324,0.243,0.4,0.568,0.39,0.35,0.279,12,37,84.2,6.8,2296,90.0,90.58,26,75,64,0.5999999999999943,6.7,-6.0,6.0,183,10,8,020013020,1
4001,45168PHIDH0,0,83,133,1.0,139,0.324,0.243,0.4,0.568,0.39,0.35,0.279,12,37,84.2,6.8,2296,90.0,90.58,26,75,64,0.5999999999999943,6.7,-6.0,6.0,182,0.306,0.194,0.346,0.5,0.408,0.439,0.324,11,36,89.6,13.5,2219,90.3,89.93,22,98,84,-0.4,6.1,-3.2,3.2,183,8,10,020030023,0
4002,45168SDDH0,0,79,134,1.0,137,0.286,0.257,0.308,0.543,0.367,0.364,0.306,10,35,88.6,12.5,2372,85.2,85.45,17,70,67,0.2999999999999971,6.46,-0.4,0.4,132,0.344,0.031,0.367,0.375,0.337,0.295,0.272,11,32,84.1,16.0,2264,85.8,85.79,9,66,66,0.0,6.3,-0.2,0.2,158,4,5,000300002,0
4003,45168STLDH0,0,79,134,1.0,132,0.344,0.031,0.367,0.375,0.337,0.295,0.272,11,32,84.1,16.0,2264,85.8,85.79,9,66,66,0.0,6.3,-0.2,0.2,137,0.286,0.257,0.308,0.543,0.367,0.364,0.306,10,35,88.6,12.5,2372,85.2,85.45,17,70,67,0.2999999999999971,6.46,-0.4,0.4,158,5,4,120000100,1
4004,45168MIADH0,0,72,133,1.0,162,0.147,0.029,0.238,0.176,0.224,0.218,0.134,5,34,82.1,4.8,2298,91.1,90.61,24,80,82,-0.5,6.14,3.2,-3.2,107,0.125,0.063,0.167,0.188,0.15,0.3,0.246,4,32,91.0,8.2,2297,88.6,89.57,10,53,54,1.0,6.94,5.1,-5.1,152,0,3,0000000003,0
4005,45168TBDH0,0,72,134,1.0,107,0.125,0.063,0.167,0.188,0.15,0.3,0.246,4,32,91.0,8.2,2297,88.6,89.57,10,53,54,1.0,6.94,5.1,-5.1,162,0.147,0.029,0.238,0.176,0.224,0.218,0.134,5,34,82.1,4.8,2298,91.1,90.61,24,80,82,-0.5,6.14,3.2,-3.2,152,3,0,0000000000,1
4006,45168TORDH0,0,67,134,1.0,131,0.161,0.032,0.179,0.194,0.188,0.269,0.242,5,31,81.1,17.2,2215,84.2,83.25,9,52,79,-1.0,6.19,4.5,-4.5,140,0.375,0.125,0.444,0.5,0.373,0.245,0.216,12,32,89.1,20.2,2082,89.7,89.46,14,61,79,-0.2,6.68,-2.8,2.8,143,7,0,000000000,1
4007,45168WSHDH0,0,67,134,1.0,140,0.375,0.125,0.444,0.5,0.373,0.245,0.216,12,32,89.1,20.2,2082,89.7,89.46,14,61,79,-0.2,6.68,-2.8,2.8,131,0.161,0.032,0.179,0.194,0.188,0.269,0.242,5,31,81.1,17.2,2215,84.2,83.25,9,52,79,-1.0,6.19,4.5,-4.5,143,0,7,20020210x,0
4008,45169ATLDH0,0,78,133,1.0,149,0.25,0.333,0.278,0.583,0.388,0.329,0.214,9,36,90.4,21.6,2328,92.8,94.06,26,74,75,1.2999999999999972,7.0,-1.5,1.5,163,0.25,0.25,0.2,0.5,0.344,0.42,0.316,9,36,92.0,9.1,2307,90.0,90.57,15,88,75,0.5999999999999943,6.6,-3.2,3.2,172,8,7,100030210,1
4009,45169LADDH0,0,78,133,1.0,163,0.25,0.25,0.2,0.5,0.344,0.42,0.316,9,36,92.0,9.1,2307,90.0,90.57,15,88,75,0.5999999999999943,6.6,-3.2,3.2,149,0.25,0.333,0.278,0.583,0.388,0.329,0.214,9,36,90.4,21.6,2328,92.8,94.06,26,74,75,1.2999999999999972,7.0,-1.5,1.5,172,7,8,060011000,0
4010,45169DETDH0,0,68,134,1.0,134,0.156,0.125,0.174,0.281,0.214,0.291,0.249,5,32,87.7,6.8,2183,88.6,89.4,22,64,70,0.8000000000000114,6.72,2.3,-2.3,174,0.216,0.135,0.292,0.351,0.304,0.267,0.191,8,37,88.6,11.3,2425,89.8,90.34,25,73,101,0.5,6.46,3.0,-3.0,168,4,3,0000000030,1
4011,45169NYYDH0,0,68,134,1.0,174,0.216,0.135,0.292,0.351,0.304,0.267,0.191,8,37,88.6,11.3,2425,89.8,90.34,25,73,101,0.5,6.46,3.0,-3.0,134,0.156,0.125,0.174,0.281,0.214,0.291,0.249,5,32,87.7,6.8,2183,88.6,89.4,22,64,70,0.8000000000000114,6.72,2.3,-2.3,168,3,4,0000300001,0
4012,45169MIADH0,0,78,134,1.0,117,0.107,0.036,0.111,0.143,0.16,0.226,0.191,3,28,85.1,13.0,2265,88.5,88.75,3,50,67,0.2000000000000028,6.42,3.6,-3.6,142,0.342,0.211,0.393,0.553,0.405,0.341,0.271,13,38,87.6,15.2,2178,88.8,88.83,23,72,70,0.0,6.27,-2.7,2.7,141,6,1,000010000,1
4013,45169WSHDH0,0,78,135,1.0,142,0.342,0.211,0.393,0.553,0.405,0.341,0.271,13,38,87.6,15.2,2178,88.8,88.83,23,72,70,0.0,6.27,-2.7,2.7,117,0.107,0.036,0.111,0.143,0.16,0.226,0.191,3,28,85.1,13.0,2265,88.5,88.75,3,50,67,0.2000000000000028,6.42,3.6,-3.6,141,1,6,100130001,0
4014,45169SDDH0,0,71,135,1.0,169,0.263,0.158,0.321,0.421,0.302,0.232,0.21,10,38,83.3,13.3,1878,86.2,86.45,10,84,85,0.2999999999999971,6.44,-1.6,1.6,167,0.226,0.065,0.292,0.29,0.311,0.302,0.213,7,31,84.9,8.7,2034,88.1,88.61,12,71,96,0.5,6.66,1.5,-1.5,171,2,7,006010000,0
4015,45169SFDH0,0,71,134,1.0,167,0.226,0.065,0.292,0.29,0.311,0.302,0.213,7,31,84.9,8.7,2034,88.1,88.61,12,71,96,0.5,6.66,1.5,-1.5,169,0.263,0.158,0.321,0.421,0.302,0.232,0.21,10,38,83.3,13.3,1878,86.2,86.45,10,84,85,0.2999999999999971,6.44,-1.6,1.6,171,7,2,000000011,1
4016,45170AZDH0,0,74,135,2.0,130,0.235,0.088,0.333,0.324,0.266,0.264,0.23,8,34,89.1,17.0,2191,87.5,87.37,17,61,69,-0.1,6.33,2.6,-2.6,146,0.303,0.273,0.348,0.576,0.387,0.356,0.292,10,33,91.5,5.7,2004,89.2,89.18,16,71,75,0.0,6.35,-1.1,1.1,160,4,2,100000010,1
4017,45170BALDH0,0,74,134,2.0,146,0.303,0.273,0.348,0.576,0.387,0.356,0.292,10,33,91.5,5.7,2004,89.2,89.18,16,71,75,0.0,6.35,-1.1,1.1,130,0.235,0.088,0.333,0.324,0.266,0.264,0.23,8,34,89.1,17.0,2191,87.5,87.37,17,61,69,-0.1,6.33,2.6,-2.6,160,2,4,20000200x,0
4018,45170ATLDH0,0,73,134,1.0,160,0.188,0.094,0.278,0.281,0.256,0.251,0.176,6,32,84.7,12.9,2317,88.0,88.04,23,77,83,0.0,6.25,0.9,-0.9,151,0.368,0.342,0.393,0.711,0.464,0.357,0.283,14,38,86.2,15.0,2354,89.4,89.1,17,86,65,-0.3,5.99,-4.6,4.6,173,6,3,000000030,1
4019,45170LADDH0,0,73,134,1.0,151,0.368,0.342,0.393,0.711,0.464,0.357,0.283,14,38,86.2,15.0,2354,89.4,89.1,17,86,65,-0.3,5.99,-4.6,4.6,160,0.188,0.094,0.278,0.281,0.256,0.251,0.176,6,32,84.7,12.9,2317,88.0,88.04,23,77,83,0.0,6.25,0.9,-0.9,173,3,6,011120010,0
4020,45170BOSDH0,0,87,135,2.0,156,0.436,0.385,0.464,0.821,0.544,0.427,0.348,17,39,88.3,16.0,2209,87.5,88.06,13,79,77,0.5999999999999943,6.46,-7.0,7.0,140,0.156,0.094,0.182,0.25,0.205,0.19,0.147,5,32,87.5,24.1,2269,89.5,90.75,17,69,71,1.2999999999999972,6.81,2.6,-2.6,160,2,13,24100600x,0
4021,45170KCDH0,0,87,136,2.0,140,0.156,0.094,0.182,0.25,0.205,0.19,0.147,5,32,87.5,24.1,2269,89.5,90.75,17,69,71,1.2999999999999972,6.81,2.6,-2.6,156,0.436,0.385,0.464,0.821,0.544,0.427,0.348,17,39,88.3,16.0,2209,87.5,88.06,13,79,77,0.5999999999999943,6.46,-7.0,7.0,160,13,2,000000020,1
4022,45170CHCDH1,1,80,134,2.0,154,0.25,0.188,0.412,0.438,0.313,0.291,0.238,8,32,88.9,10.7,2306,88.8,88.97,17,72,82,0.2000000000000028,6.29,1.4,-1.4,162,0.167,0.133,0.19,0.3,0.28,0.283,0.188,5,30,86.1,-0.1,2269,90.3,89.88,15,70,92,-0.4,5.95,2.0,-2.0,165,6,2,000100001,1
4023,45170CINDH1,1,80,136,2.0,162,0.167,0.133,0.19,0.3,0.28,0.283,0.188,5,30,86.1,-0.1,2269,90.3,89.88,15,70,92,-0.4,5.95,2.0,-2.0,154,0.25,0.188,0.412,0.438,0.313,0.291,0.238,8,32,88.9,10.7,2306,88.8,88.97,17,72,82,0.2000000000000028,6.29,1.4,-1.4,165,2,6,000102012,0
4024,45170CHCDH2,2,84,135,0.0,141,0.219,0.0,0.259,0.219,0.274,0.369,0.281,7,32,83.4,12.1,2174,87.8,87.81,17,61,80,0.0,6.2,3.1,-3.1,172,0.278,0.278,0.28,0.556,0.398,0.36,0.263,10,36,87.0,23.1,2554,90.8,90.37,18,83,89,-0.4,5.86,-1.6,1.6,172,2,3,001000002,0
4025,45170CINDH2,2,84,137,0.0,172,0.278,0.278,0.28,0.556,0.398,0.36,0.263,10,36,87.0,23.1,2554,90.8,90.37,18,83,89,-0.4,5.86,-1.6,1.6,141,0.219,0.0,0.259,0.219,0.274,0.369,0.281,7,32,83.4,12.1,2174,87.8,87.81,17,61,80,0.0,6.2,3.1,-3.1,172,3,2,001010000,1
4026,45170COLDH0,0,95,134,2.0,176,0.395,0.372,0.389,0.767,0.507,0.429,0.327,17,43,87.9,15.7,2217,88.8,89.42,10,70,106,0.6000000000000085,6.26,-8.7,8.7,156,0.282,0.308,0.3,0.59,0.377,0.286,0.246,11,39,90.3,0.3,2224,87.2,88.1,25,87,69,0.8999999999999915,6.49,-4.9,4.9,190,9,13,000112513,0
4027,45170TORDH0,0,95,135,2.0,156,0.282,0.308,0.3,0.59,0.377,0.286,0.246,11,39,90.3,0.3,2224,87.2,88.1,25,87,69,0.8999999999999915,6.49,-4.9,4.9,176,0.395,0.372,0.389,0.767,0.507,0.429,0.327,17,43,87.9,15.7,2217,88.8,89.42,10,70,106,0.6000000000000085,6.26,-8.7,8.7,190,13,9,002003004,1
4028,45170CWSDH0,0,77,135,2.0,160,0.314,0.0,0.44,0.314,0.321,0.325,0.285,11,35,88.7,12.3,2264,87.4,88.42,23,81,79,1.0,6.93,0.1,-0.1,136,0.281,0.063,0.375,0.344,0.287,0.289,0.267,9,32,88.3,16.8,2075,88.0,88.07,20,72,64,0.1,6.29,1.6,-1.6,163,2,4,000021010,0
4029,45170DETDH0,0,77,135,1.0,136,0.281,0.063,0.375,0.344,0.287,0.289,0.267,9,32,88.3,16.8,2075,88.0,88.07,20,72,64,0.1,6.29,1.6,-1.6,160,0.314,0.0,0.44,0.314,0.321,0.325,0.285,11,35,88.7,12.3,2264,87.4,88.42,23,81,79,1.0,6.93,0.1,-0.1,163,4,2,001000010,1
4030,45170MIADH0,0,75,135,1.0,168,0.211,0.237,0.217,0.447,0.323,0.379,0.255,8,38,90.4,20.7,2445,90.0,90.38,31,82,86,0.4000000000000057,6.45,1.4,-1.4,165,0.231,0.103,0.25,0.333,0.277,0.326,0.255,9,39,84.5,10.9,2205,91.1,91.64,18,75,90,0.5,6.57,-0.7,0.7,198,8,5,10200000011,1
4031,45170WSHDH0,0,75,136,1.0,165,0.231,0.103,0.25,0.333,0.277,0.326,0.255,9,39,84.5,10.9,2205,91.1,91.64,18,75,90,0.5,6.57,-0.7,0.7,168,0.211,0.237,0.217,0.447,0.323,0.379,0.255,8,38,90.4,20.7,2445,90.0,90.38,31,82,86,0.4000000000000057,6.45,1.4,-1.4,198,5,8,10200000014,0
4032,45170MINDH0,0,74,135,2.0,102,0.103,0.138,0.105,0.241,0.162,0.291,0.211,3,29,92.5,28.9,2151,89.8,90.22,19,61,41,0.4000000000000057,6.58,3.3,-3.3,148,0.206,0.294,0.19,0.5,0.324,0.289,0.214,7,34,88.8,12.5,2281,88.4,88.37,21,68,80,0.0,6.36,-0.1,0.1,138,5,1,000100000,1
4033,45170TEXDH0,0,74,134,2.0,148,0.206,0.294,0.19,0.5,0.324,0.289,0.214,7,34,88.8,12.5,2281,88.4,88.37,21,68,80,0.0,6.36,-0.1,0.1,102,0.103,0.138,0.105,0.241,0.162,0.291,0.211,3,29,92.5,28.9,2151,89.8,90.22,19,61,41,0.4000000000000057,6.58,3.3,-3.3,138,1,5,000000320,0
4034,45170HOUDH0,0,73,136,2.0,112,0.235,0.382,0.148,0.618,0.37,0.384,0.271,8,34,91.5,14.0,2448,88.2,87.63,12,59,53,-0.6,6.09,-1.2,1.2,151,0.129,0.161,0.13,0.29,0.235,0.261,0.157,4,31,83.2,29.1,2390,91.0,90.77,16,85,66,-0.2,6.33,2.7,-2.7,151,2,6,302010000,0
4035,45170NYYDH0,0,73,135,1.0,151,0.129,0.161,0.13,0.29,0.235,0.261,0.157,4,31,83.2,29.1,2390,91.0,90.77,16,85,66,-0.2,6.33,2.7,-2.7,112,0.235,0.382,0.148,0.618,0.37,0.384,0.271,8,34,91.5,14.0,2448,88.2,87.63,12,59,53,-0.6,6.09,-1.2,1.2,151,6,2,011000000,1
4036,45170NYMDH0,0,72,135,2.0,145,0.226,0.161,0.353,0.387,0.297,0.267,0.187,7,31,95.9,25.6,2094,89.2,89.28,23,66,79,0.1,6.5,2.3,-2.3,125,0.273,0.152,0.364,0.424,0.308,0.355,0.28,9,33,93.9,20.0,1991,92.7,93.97,16,61,64,1.2999999999999972,7.15,2.5,-2.5,158,2,1,000100000,1
4037,45170SEADH0,0,72,134,2.0,125,0.273,0.152,0.364,0.424,0.308,0.355,0.28,9,33,93.9,20.0,1991,92.7,93.97,16,61,64,1.2999999999999972,7.15,2.5,-2.5,145,0.226,0.161,0.353,0.387,0.297,0.267,0.187,7,31,95.9,25.6,2094,89.2,89.28,23,66,79,0.1,6.5,2.3,-2.3,158,1,2,00000101x,0
