,JOIN,doubleheader,temperature_fahrenheit,season_game_number,days_since_last_game,pitches_p,ba_p,iso_p,babip_p,slg_p,woba_p,xwoba_p,xba_p,hits_p,abs_p,launch_speed_p,launch_angle_p,spin_rate_p,velocity_p,effective_speed_p,whiffs_p,swings_p,takes_p,eff_min_vel_p,release_extension_p,pitcher_run_exp_p,run_exp_p,pitches_h,ba_h,iso_h,babip_h,slg_h,woba_h,xwoba_h,xba_h,hits_h,abs_h,launch_speed_h,launch_angle_h,spin_rate_h,velocity_h,effective_speed_h,whiffs_h,swings_h,takes_h,eff_min_vel_h,release_extension_h,pitcher_run_exp_h,run_exp_h,duration,score,opp_score,opp_ScoreLine,winLoss_numeric
2782,45123BOSDH0,0,81,94,1.0,166,0.172,0.069,0.278,0.241,0.292,0.285,0.161,5,29,91.5,27.2,2234,88.9,88.73,28,66,100,-0.2,6.18,-0.7,0.7,142,0.325,0.325,0.345,0.65,0.426,0.382,0.325,13,40,91.4,13.6,2367,84.7,84.72,24,70,72,0.0,6.1,-8.2,8.2,159,11,5,000000032,1
2783,45123CHCDH0,0,81,92,1.0,142,0.325,0.325,0.345,0.65,0.426,0.382,0.325,13,40,91.4,13.6,2367,84.7,84.72,24,70,72,0.0,6.1,-8.2,8.2,166,0.172,0.069,0.278,0.241,0.292,0.285,0.161,5,29,91.5,27.2,2234,88.9,88.73,28,66,100,-0.2,6.18,-0.7,0.7,159,5,11,100050320,0
2784,45123CINDH0,0,83,94,1.0,152,0.265,0.118,0.32,0.382,0.323,0.349,0.265,9,34,92.9,18.8,2193,88.6,89.45,23,72,80,0.8000000000000114,6.65,1.2,-1.2,138,0.212,0.152,0.24,0.364,0.281,0.288,0.242,7,33,88.7,18.2,2123,88.3,89.16,14,63,75,0.9000000000000057,6.75,1.0,-1.0,172,3,4,001010020,0
2785,45123MILDH0,0,83,94,1.0,138,0.212,0.152,0.24,0.364,0.281,0.288,0.242,7,33,88.7,18.2,2123,88.3,89.16,14,63,75,0.9000000000000057,6.75,1.0,-1.0,152,0.265,0.118,0.32,0.382,0.323,0.349,0.265,9,34,92.9,18.8,2193,88.6,89.45,23,72,80,0.8000000000000114,6.65,1.2,-1.2,172,4,3,012000000,1
2786,45123COLDH0,0,86,94,1.0,203,0.237,0.0,0.273,0.237,0.289,0.291,0.19,9,38,86.5,8.9,2441,89.7,89.96,17,90,113,0.2999999999999971,6.0,1.9,-1.9,194,0.195,0.293,0.182,0.488,0.31,0.309,0.206,8,41,84.8,13.7,2213,91.9,92.1,37,96,98,0.1999999999999886,6.05,-1.9,1.9,218,8,7,00000300202,1
2787,45123NYYDH0,0,86,94,1.0,194,0.195,0.293,0.182,0.488,0.31,0.309,0.206,8,41,84.8,13.7,2213,91.9,92.1,37,96,98,0.1999999999999886,6.05,-1.9,1.9,203,0.237,0.0,0.273,0.237,0.289,0.291,0.19,9,38,86.5,8.9,2441,89.7,89.96,17,90,113,0.2999999999999971,6.0,1.9,-1.9,218,7,8,01000004003,0
2788,45123DETDH0,0,76,92,1.0,116,0.207,0.207,0.238,0.414,0.287,0.377,0.316,6,29,90.4,14.8,2368,88.9,88.76,21,65,51,-0.1,6.05,1.4,-1.4,131,0.188,0.031,0.273,0.219,0.192,0.269,0.224,6,32,90.9,19.2,2468,91.0,91.07,24,70,61,0.1,6.19,4.6,-4.6,131,0,2,10010000x,0
2789,45123SEADH0,0,76,92,1.0,131,0.188,0.031,0.273,0.219,0.192,0.269,0.224,6,32,90.9,19.2,2468,91.0,91.07,24,70,61,0.1,6.19,4.6,-4.6,116,0.207,0.207,0.238,0.414,0.287,0.377,0.316,6,29,90.4,14.8,2368,88.9,88.76,21,65,51,-0.1,6.05,1.4,-1.4,131,2,0,000000000,1
2790,45123LADDH0,0,79,92,1.0,131,0.182,0.061,0.24,0.242,0.213,0.227,0.181,6,33,82.7,21.4,2408,90.4,91.27,19,62,69,0.8999999999999915,6.81,3.7,-3.7,151,0.121,0.03,0.154,0.152,0.18,0.259,0.177,4,33,85.4,30.1,2389,88.9,88.88,15,69,82,0.0,6.32,4.7,-4.7,167,1,2,0000100001,0
2791,45123NYMDH0,0,79,93,1.0,151,0.121,0.03,0.154,0.152,0.18,0.259,0.177,4,33,85.4,30.1,2389,88.9,88.88,15,69,82,0.0,6.32,4.7,-4.7,131,0.182,0.061,0.24,0.242,0.213,0.227,0.181,6,33,82.7,21.4,2408,90.4,91.27,19,62,69,0.8999999999999915,6.81,3.7,-3.7,167,2,1,0000000100,1
2792,45123MINDH0,0,79,94,1.0,139,0.226,0.194,0.273,0.419,0.321,0.363,0.25,7,31,89.1,28.9,2079,90.1,90.43,19,71,68,0.3000000000000113,6.51,-0.5,0.5,142,0.188,0.219,0.19,0.406,0.298,0.267,0.178,6,32,89.1,13.2,2192,88.1,88.39,26,69,73,0.3000000000000113,6.49,-0.8,0.8,168,5,4,010200100,1
2793,45123OAKDH0,0,79,95,1.0,142,0.188,0.219,0.19,0.406,0.298,0.267,0.178,6,32,89.1,13.2,2192,88.1,88.39,26,69,73,0.3000000000000113,6.49,-0.8,0.8,139,0.226,0.194,0.273,0.419,0.321,0.363,0.25,7,31,89.1,28.9,2079,90.1,90.43,19,71,68,0.3000000000000113,6.51,-0.5,0.5,168,4,5,000020300,0
2794,45123PHIDH0,0,77,93,1.0,174,0.167,0.238,0.161,0.405,0.26,0.21,0.148,7,42,84.3,11.1,2480,92.9,94.05,20,85,89,1.1999999999999886,6.92,2.1,-2.1,172,0.244,0.244,0.276,0.488,0.324,0.33,0.256,10,41,88.5,7.9,2464,86.9,86.64,18,75,97,-0.3,6.13,-0.3,0.3,210,7,6,1.0011E+11,1
2795,45123SDDH0,0,77,94,1.0,172,0.244,0.244,0.276,0.488,0.324,0.33,0.256,10,41,88.5,7.9,2464,86.9,86.64,18,75,97,-0.3,6.13,-0.3,0.3,174,0.167,0.238,0.161,0.405,0.26,0.21,0.148,7,42,84.3,11.1,2480,92.9,94.05,20,85,89,1.1999999999999886,6.92,2.1,-2.1,210,6,7,000014000101,0
2796,45123PITDH0,0,79,93,1.0,164,0.243,0.054,0.346,0.297,0.283,0.339,0.27,9,37,84.7,18.2,2290,91.1,91.54,26,85,79,0.4000000000000057,6.37,-1.1,1.1,177,0.222,0.056,0.267,0.278,0.288,0.26,0.181,8,36,87.6,14.4,2161,85.8,85.91,21,75,102,0.1000000000000085,6.25,1.1,-1.1,187,4,8,0030000005,0
2797,45123SFDH0,0,79,93,1.0,177,0.222,0.056,0.267,0.278,0.288,0.26,0.181,8,36,87.6,14.4,2161,85.8,85.91,21,75,102,0.1000000000000085,6.25,1.1,-1.1,164,0.243,0.054,0.346,0.297,0.283,0.339,0.27,9,37,84.7,18.2,2290,91.1,91.54,26,85,79,0.4000000000000057,6.37,-1.1,1.1,187,8,4,0100010101,1
2798,45123KCDH0,0,70,94,1.0,107,0.219,0.219,0.192,0.438,0.288,0.245,0.205,7,32,87.9,8.8,2343,88.2,89.47,15,58,49,1.2999999999999972,6.96,0.1,-0.1,101,0.324,0.412,0.276,0.735,0.435,0.505,0.368,11,34,94.3,10.4,2009,87.9,88.26,9,58,43,0.3999999999999915,6.4,-3.9,3.9,114,8,4,000000040,1
2799,45123TBDH0,0,70,96,1.0,101,0.324,0.412,0.276,0.735,0.435,0.506,0.368,11,34,94.3,10.4,2009,87.9,88.26,9,58,43,0.3999999999999915,6.4,-3.9,3.9,107,0.219,0.219,0.192,0.438,0.288,0.245,0.205,7,32,87.9,8.8,2343,88.2,89.47,15,58,49,1.2999999999999972,6.96,0.1,-0.1,114,4,8,14011001x,0
2800,45123CLEDH0,0,74,93,1.0,138,0.258,0.129,0.292,0.387,0.313,0.313,0.266,8,31,87.9,10.6,2348,89.4,89.51,19,73,65,0.1,6.39,-1.6,1.6,165,0.257,0.229,0.269,0.486,0.351,0.355,0.248,9,35,87.5,16.0,2033,87.9,88.18,8,73,92,0.2999999999999971,6.45,-0.2,0.2,163,5,6,10100004x,0
2801,45123TEXDH0,0,74,94,1.0,165,0.257,0.229,0.269,0.486,0.351,0.355,0.248,9,35,87.5,16.0,2033,87.9,88.18,8,73,92,0.2999999999999971,6.45,-0.2,0.2,138,0.258,0.129,0.292,0.387,0.313,0.313,0.266,8,31,87.9,10.6,2348,89.4,89.51,19,73,65,0.1,6.39,-1.6,1.6,163,6,5,120000020,1
2802,45123AZDH0,0,73,94,1.0,149,0.364,0.121,0.444,0.485,0.382,0.373,0.318,12,33,94.2,11.6,2110,88.8,89.27,17,78,71,0.5,6.47,-2.8,2.8,181,0.143,0.071,0.2,0.214,0.297,0.334,0.202,4,28,90.9,8.7,2306,89.8,90.44,18,71,110,0.6000000000000085,6.5,1.3,-1.3,189,5,7,02001004x,0
2803,45123TORDH0,0,73,94,1.0,181,0.143,0.071,0.2,0.214,0.297,0.334,0.202,4,28,90.9,8.7,2306,89.8,90.44,18,71,110,0.6000000000000085,6.5,1.3,-1.3,149,0.364,0.121,0.444,0.485,0.382,0.373,0.318,12,33,94.2,11.6,2110,88.8,89.27,17,78,71,0.5,6.47,-2.8,2.8,189,7,5,110000003,1
2804,45123STLDH0,0,89,93,1.0,144,0.129,0.226,0.143,0.355,0.265,0.217,0.138,4,31,84.7,10.4,2380,88.0,88.71,19,70,74,0.7000000000000028,6.58,1.6,-1.6,162,0.351,0.216,0.355,0.568,0.434,0.431,0.323,13,37,89.0,12.1,2081,89.0,88.67,17,79,83,-0.3,6.02,-3.6,3.6,166,8,4,010002010,1
2805,45123WSHDH0,0,89,93,1.0,162,0.351,0.216,0.355,0.568,0.434,0.431,0.323,13,37,89.0,12.1,2081,89.0,88.67,17,79,83,-0.3,6.02,-3.6,3.6,144,0.129,0.226,0.143,0.355,0.265,0.217,0.138,4,31,84.7,10.4,2380,88.0,88.71,19,70,74,0.7000000000000028,6.58,1.6,-1.6,166,4,8,00031400x,0
2806,45124BALDH0,0,89,93,1.0,158,0.314,0.171,0.345,0.486,0.367,0.379,0.311,11,35,89.5,15.5,2230,90.3,91.11,13,75,83,0.7999999999999972,6.73,-1.8,1.8,149,0.219,0.219,0.24,0.438,0.308,0.276,0.216,7,32,88.3,6.6,2253,92.0,92.54,10,66,83,0.5,6.62,0.0,0.0,171,4,6,000105000,0
2807,45124LADDH0,0,89,93,1.0,149,0.219,0.219,0.24,0.438,0.308,0.276,0.216,7,32,88.3,6.6,2253,92.0,92.54,10,66,83,0.5,6.62,0.0,0.0,158,0.314,0.171,0.345,0.486,0.367,0.379,0.311,11,35,89.5,15.5,2230,90.3,91.11,13,75,83,0.7999999999999972,6.73,-1.8,1.8,171,6,4,120010000,1
2808,45124BOSDH0,0,67,95,1.0,122,0.037,0.0,0.111,0.037,0.119,0.14,0.058,1,27,85.1,6.4,2418,89.4,89.62,25,62,60,0.1999999999999886,6.53,4.2,-4.2,157,0.294,0.147,0.345,0.441,0.335,0.298,0.267,10,34,84.9,15.0,2274,87.5,87.28,15,72,85,-0.2,6.16,-1.7,1.7,157,7,0,000000000,1
2809,45124OAKDH0,0,67,96,1.0,157,0.294,0.147,0.345,0.441,0.335,0.298,0.267,10,34,84.9,15.0,2274,87.5,87.28,15,72,85,-0.2,6.16,-1.7,1.7,122,0.037,0.0,0.111,0.037,0.119,0.14,0.058,1,27,85.1,6.4,2418,89.4,89.62,25,62,60,0.1999999999999886,6.53,4.2,-4.2,157,0,7,110004001,0
2810,45124CINDH0,0,85,95,1.0,169,0.167,0.278,0.154,0.444,0.305,0.319,0.218,6,36,87.6,16.4,2219,88.2,88.28,15,76,93,0.1,6.25,1.5,-1.5,128,0.125,0.219,0.1,0.344,0.207,0.179,0.148,4,32,90.3,14.3,1974,88.3,88.76,12,54,74,0.5,6.53,2.4,-2.4,156,2,4,0010010002,0
2811,45124SFDH0,0,85,94,1.0,128,0.125,0.219,0.1,0.344,0.207,0.179,0.148,4,32,90.3,14.3,1974,88.3,88.76,12,54,74,0.5,6.53,2.4,-2.4,169,0.167,0.278,0.154,0.444,0.305,0.319,0.218,6,36,87.6,16.4,2219,88.2,88.28,15,76,93,0.1,6.25,1.5,-1.5,156,4,2,1000001000,1
2812,45124DETDH0,0,84,93,1.0,129,0.188,0.0,0.25,0.188,0.182,0.26,0.25,6,32,87.3,12.9,2133,87.9,88.8,18,65,64,0.8999999999999915,6.73,3.5,-3.5,157,0.161,0.065,0.227,0.226,0.24,0.281,0.195,5,31,84.2,14.5,2287,88.5,89.32,23,73,84,0.7999999999999972,6.72,1.2,-1.2,156,3,2,000200000,1
2813,45124KCDH0,0,84,95,1.0,157,0.161,0.065,0.227,0.226,0.24,0.281,0.195,5,31,84.2,14.5,2287,88.5,89.32,23,73,84,0.7999999999999972,6.72,1.2,-1.2,129,0.188,0.0,0.25,0.188,0.182,0.26,0.25,6,32,87.3,12.9,2133,87.9,88.8,18,65,64,0.8999999999999915,6.73,3.5,-3.5,156,2,3,000000030,0
2814,45124MIADH0,0,80,96,1.0,170,0.333,0.091,0.393,0.424,0.357,0.354,0.301,11,33,92.4,13.9,2162,91.7,91.33,12,71,99,-0.4,6.02,-0.8,0.8,142,0.316,0.211,0.313,0.526,0.374,0.354,0.279,12,38,87.8,8.5,2293,89.6,89.67,14,77,65,0.1000000000000085,6.3,0.1,-0.1,168,4,6,00102300x,0
2815,45124STLDH0,0,80,94,1.0,142,0.316,0.211,0.313,0.526,0.374,0.354,0.279,12,38,87.8,8.5,2293,89.6,89.67,14,77,65,0.1000000000000085,6.3,0.1,-0.1,170,0.333,0.091,0.393,0.424,0.357,0.354,0.301,11,33,92.4,13.9,2162,91.7,91.33,12,71,99,-0.4,6.02,-0.8,0.8,168,6,4,010011100,1
2816,45124LAADH0,0,79,95,1.0,191,0.229,0.029,0.421,0.257,0.276,0.308,0.229,8,35,90.8,11.4,2360,90.7,90.25,31,85,106,-0.5,6.05,2.5,-2.5,183,0.25,0.222,0.28,0.472,0.375,0.363,0.229,9,36,87.4,19.6,2316,88.5,88.5,29,85,98,0.0,6.37,-0.2,0.2,209,4,3,0000021000,1
2817,45124NYYDH0,0,79,95,1.0,183,0.25,0.222,0.28,0.472,0.375,0.363,0.229,9,36,87.4,19.6,2316,88.5,88.5,29,85,98,0.0,6.37,-0.2,0.2,191,0.229,0.029,0.421,0.257,0.276,0.308,0.229,8,35,90.8,11.4,2360,90.7,90.25,31,85,106,-0.5,6.05,2.5,-2.5,209,3,4,0000012001,0
2818,45124CLEDH0,0,67,94,1.0,146,0.129,0.065,0.211,0.194,0.186,0.228,0.185,4,31,89.2,9.8,2353,89.1,89.32,19,63,83,0.2000000000000028,6.37,4.4,-4.4,156,0.308,0.359,0.29,0.667,0.444,0.415,0.298,12,39,87.9,8.8,2125,88.6,89.15,16,76,80,0.6000000000000085,6.53,-7.9,7.9,160,11,0,000000000,1
2819,45124PITDH0,0,67,94,1.0,156,0.308,0.359,0.29,0.667,0.444,0.415,0.298,12,39,87.9,8.8,2125,88.6,89.15,16,76,80,0.5,6.53,-7.9,7.9,146,0.129,0.065,0.211,0.194,0.186,0.228,0.185,4,31,89.2,9.8,2353,89.1,89.32,19,63,83,0.2000000000000028,6.37,4.4,-4.4,160,0,11,000214211,0
2820,45124MINDH0,0,70,95,1.0,138,0.233,0.133,0.273,0.367,0.319,0.35,0.279,7,30,83.6,9.3,2471,88.1,88.31,18,60,78,0.2000000000000028,6.38,-3.1,3.1,165,0.316,0.237,0.435,0.553,0.389,0.377,0.297,12,38,93.4,18.0,2065,90.9,91.8,23,81,84,0.8999999999999915,6.84,-1.3,1.3,178,6,7,00004120x,0
2821,45124SEADH0,0,70,93,1.0,165,0.316,0.237,0.435,0.553,0.389,0.377,0.297,12,38,93.4,18.0,2065,90.9,91.8,23,81,84,0.8999999999999915,6.84,-1.3,1.3,138,0.233,0.133,0.273,0.367,0.319,0.35,0.279,7,30,83.6,9.3,2471,88.1,88.31,18,60,78,0.2000000000000028,6.38,-3.1,3.1,178,7,6,002001003,1
2822,45124TBDH0,0,74,97,1.0,112,0.194,0.161,0.25,0.355,0.245,0.249,0.199,6,31,91.4,12.6,2258,90.8,91.73,21,62,50,0.9000000000000057,6.9,2.0,-2.0,124,0.161,0.097,0.174,0.258,0.205,0.276,0.21,5,31,90.9,19.0,2083,88.5,88.84,18,63,61,0.2999999999999971,6.57,3.5,-3.5,127,2,3,000002001,0
2823,45124TEXDH0,0,74,95,1.0,124,0.161,0.097,0.174,0.258,0.205,0.276,0.21,5,31,90.9,19.0,2083,88.5,88.84,18,63,61,0.2999999999999971,6.57,3.5,-3.5,112,0.194,0.161,0.25,0.355,0.245,0.249,0.199,6,31,91.4,12.7,2258,90.8,91.73,21,62,50,0.9000000000000057,6.9,2.0,-2.0,127,3,2,110000000,1
2824,45124CHCDH0,0,72,93,1.0,143,0.306,0.25,0.346,0.556,0.38,0.285,0.237,11,36,85.7,11.6,2176,87.3,87.18,16,69,74,-0.1,6.09,-1.5,1.5,158,0.25,0.167,0.292,0.417,0.305,0.335,0.261,9,36,90.9,15.7,2153,91.4,92.65,19,76,82,1.1999999999999886,6.99,-0.4,0.4,164,5,7,200201200,0
2825,45124WSHDH0,0,72,94,1.0,158,0.25,0.167,0.292,0.417,0.305,0.335,0.261,9,36,90.9,15.7,2153,91.4,92.65,19,76,82,1.1999999999999886,6.99,-0.4,0.4,143,0.306,0.25,0.346,0.556,0.38,0.285,0.237,11,36,85.7,11.6,2176,87.3,87.18,16,69,74,-0.1,6.09,-1.5,1.5,164,7,5,010002200,1
2826,45125ATLDH0,0,90,93,2.0,188,0.356,0.311,0.371,0.667,0.45,0.376,0.304,16,45,91.0,9.6,2126,88.5,88.72,17,91,97,0.2000000000000028,6.29,-10.6,10.6,158,0.297,0.351,0.276,0.649,0.422,0.434,0.3,11,37,93.3,13.5,2221,88.8,88.85,14,72,85,0.1000000000000085,6.1,-8.1,8.1,185,13,16,250104013,0
2827,45125AZDH0,0,90,95,2.0,158,0.297,0.351,0.276,0.649,0.422,0.434,0.3,11,37,93.3,13.5,2221,88.8,88.85,14,72,85,0.1000000000000085,6.1,-8.1,8.1,188,0.356,0.311,0.371,0.667,0.45,0.376,0.304,16,45,91.0,9.6,2126,88.5,88.73,17,91,97,0.2000000000000028,6.29,-10.6,10.6,185,16,13,500422000,1
2828,45125BALDH0,0,87,94,1.0,195,0.302,0.116,0.387,0.419,0.377,0.333,0.256,13,43,85.0,7.4,2175,90.1,90.26,22,101,94,0.2000000000000028,6.36,-5.5,5.5,163,0.257,0.086,0.31,0.343,0.292,0.313,0.279,9,35,92.1,14.1,2256,89.7,90.65,16,78,85,0.8999999999999915,6.79,1.6,-1.6,198,3,10,050000410,0
2829,45125LADDH0,0,87,94,1.0,163,0.257,0.086,0.31,0.343,0.292,0.313,0.279,9,35,92.1,14.1,2256,89.7,90.65,16,78,85,0.8999999999999915,6.79,1.6,-1.6,195,0.302,0.116,0.387,0.419,0.377,0.333,0.256,13,43,85.0,7.4,2175,90.1,90.26,22,101,94,0.2000000000000028,6.36,-5.5,5.5,198,10,3,010000020,1
2830,45125BOSDH0,0,63,96,1.0,120,0.226,0.355,0.25,0.581,0.351,0.29,0.202,7,31,86.8,3.3,2005,87.2,87.06,17,60,60,-0.1,6.28,0.6,-0.6,120,0.156,0.063,0.208,0.219,0.177,0.209,0.203,5,32,89.7,3.7,2201,90.7,90.48,16,64,56,-0.2,6.26,4.8,-4.8,135,0,3,03000000x,0
2831,45125OAKDH0,0,63,97,1.0,120,0.156,0.063,0.208,0.219,0.177,0.209,0.203,5,32,89.7,3.7,2201,90.7,90.48,16,64,56,-0.2,6.26,4.8,-4.8,120,0.226,0.355,0.25,0.581,0.351,0.29,0.202,7,31,86.8,3.3,2005,87.2,87.06,17,60,60,-0.1,6.28,0.6,-0.6,135,3,0,000000000,1
2832,45125CINDH0,0,78,96,1.0,206,0.297,0.189,0.409,0.486,0.389,0.415,0.31,11,37,90.4,13.4,2168,90.5,90.34,26,95,111,-0.2,6.12,-6.3,6.3,167,0.359,0.333,0.455,0.692,0.466,0.415,0.31,14,39,88.5,8.3,2221,89.8,90.08,21,79,88,0.2999999999999971,6.41,-4.9,4.9,210,10,11,103031300,0
2833,45125SFDH0,0,78,95,1.0,167,0.359,0.333,0.455,0.692,0.466,0.415,0.31,14,39,88.5,8.3,2221,89.8,90.08,21,79,88,0.2999999999999971,6.41,-4.9,4.9,206,0.297,0.189,0.409,0.486,0.389,0.415,0.31,11,37,90.4,13.4,2168,90.5,90.34,26,95,111,-0.2,6.12,-6.3,6.3,210,11,10,221030200,1
2834,45125COLDH0,0,88,95,2.0,134,0.235,0.088,0.296,0.324,0.277,0.305,0.276,8,34,87.9,1.1,2392,89.1,89.43,10,68,66,0.3000000000000113,6.09,0.8,-0.8,148,0.233,0.3,0.278,0.533,0.34,0.273,0.199,7,30,86.4,11.3,2253,91.2,92.27,20,71,77,1.0999999999999943,6.51,-1.1,1.1,157,4,3,300000000,1
2835,45125HOUDH0,0,88,95,2.0,148,0.233,0.3,0.278,0.533,0.34,0.273,0.199,7,30,86.4,11.3,2253,91.2,92.27,20,71,77,1.0999999999999943,6.51,-1.1,1.1,134,0.235,0.088,0.296,0.324,0.277,0.305,0.276,8,34,87.9,1.1,2392,89.1,89.43,10,68,66,0.3000000000000113,6.09,0.8,-0.8,157,3,4,30010000x,0
2836,45125DETDH0,0,76,94,1.0,117,0.382,0.294,0.448,0.676,0.451,0.383,0.308,13,34,91.4,5.2,2136,90.5,90.55,15,66,51,0.0,6.27,-8.5,8.5,161,0.297,0.216,0.321,0.514,0.39,0.353,0.247,11,37,90.0,18.4,2257,88.0,89.13,11,67,94,1.0999999999999943,6.96,-4.0,4.0,148,10,11,00250202x,0
2837,45125KCDH0,0,76,96,1.0,161,0.297,0.216,0.321,0.514,0.39,0.353,0.247,11,37,90.0,18.4,2257,88.0,89.13,11,67,94,1.0999999999999943,6.96,-4.0,4.0,117,0.382,0.294,0.448,0.676,0.451,0.383,0.308,13,34,91.4,5.2,2136,90.5,90.55,15,66,51,0.0,6.27,-8.5,8.5,148,11,10,200031004,1
2838,45125MIADH0,0,81,97,1.0,152,0.176,0.206,0.222,0.382,0.292,0.267,0.146,6,34,84.2,8.5,2339,91.4,91.89,23,60,92,0.5,6.48,1.4,-1.4,155,0.282,0.051,0.407,0.333,0.281,0.29,0.269,11,39,90.0,6.1,2184,88.8,88.97,21,85,70,0.2000000000000028,6.33,3.5,-3.5,175,2,5,0000011003,0
2839,45125STLDH0,0,81,95,1.0,155,0.282,0.051,0.407,0.333,0.281,0.29,0.269,11,39,90.0,6.1,2184,88.8,88.97,21,85,70,0.2000000000000028,6.33,3.5,-3.5,152,0.176,0.206,0.222,0.382,0.292,0.267,0.146,6,34,84.2,8.5,2339,91.4,91.89,23,60,92,0.5,6.48,1.4,-1.4,175,5,2,0000101000,1
2840,45125LAADH0,0,82,96,1.0,117,0.069,0.103,0.053,0.172,0.155,0.213,0.143,2,29,89.7,-3.8,2158,87.5,87.66,20,50,67,0.2000000000000028,6.38,3.6,-3.6,132,0.172,0.172,0.267,0.345,0.274,0.221,0.14,5,29,86.8,21.8,2407,87.7,87.65,30,71,61,0.0,6.29,-0.5,0.5,136,5,1,001000000,1
2841,45125NYYDH0,0,82,96,1.0,132,0.172,0.172,0.267,0.345,0.274,0.221,0.14,5,29,86.8,21.8,2407,87.7,87.65,30,71,61,0.0,6.29,-0.5,0.5,117,0.069,0.103,0.053,0.172,0.155,0.213,0.143,2,29,89.7,-3.8,2158,87.5,87.66,20,50,67,0.2000000000000028,6.38,3.6,-3.6,136,1,5,20102000x,0
2842,45125CWSDH0,0,80,96,2.0,210,0.303,0.424,0.3,0.727,0.473,0.463,0.286,10,33,91.9,14.2,2058,88.1,88.32,22,89,121,0.2000000000000028,6.44,-5.1,5.1,174,0.3,0.15,0.367,0.45,0.377,0.381,0.3,12,40,90.5,12.3,2231,88.1,88.17,20,76,98,0.1000000000000085,6.34,-3.6,3.6,208,10,11,51020300x,0
2843,45125NYMDH0,0,80,94,2.0,174,0.3,0.15,0.367,0.45,0.377,0.381,0.3,12,40,90.5,12.3,2231,88.1,88.17,20,76,98,0.1000000000000085,6.34,-3.6,3.6,210,0.303,0.424,0.3,0.727,0.473,0.463,0.286,10,33,91.9,14.2,2058,88.1,88.32,22,89,121,0.2000000000000028,6.44,-5.1,5.1,208,11,10,011020501,1
2844,45125MILDH0,0,89,95,2.0,134,0.343,0.171,0.407,0.514,0.382,0.355,0.319,12,35,91.0,11.8,2281,90.3,90.66,15,67,67,0.4000000000000057,6.39,0.1,-0.1,115,0.121,0.03,0.154,0.152,0.118,0.23,0.217,4,33,88.1,2.8,2370,88.5,89.16,20,64,51,0.7000000000000028,6.73,3.2,-3.2,155,3,4,11101000x,0
2845,45125PHIDH0,0,89,94,2.0,115,0.121,0.03,0.154,0.152,0.118,0.23,0.217,4,33,88.1,2.8,2370,88.5,89.16,20,64,51,0.7000000000000028,6.73,3.2,-3.2,134,0.343,0.171,0.407,0.514,0.382,0.355,0.319,12,35,91.0,11.8,2281,90.3,90.66,15,67,67,0.4000000000000057,6.39,0.1,-0.1,155,4,3,000020010,1
2846,45125CLEDH0,0,80,95,1.0,134,0.161,0.097,0.211,0.258,0.195,0.262,0.224,5,31,90.8,6.1,2106,87.9,88.27,17,66,68,0.3999999999999915,6.39,4.0,-4.0,141,0.325,0.275,0.294,0.6,0.404,0.419,0.369,13,40,86.6,15.9,2513,88.7,89.24,11,78,63,0.5,6.6,-3.5,3.5,135,10,1,000001000,1
2847,45125PITDH0,0,80,95,1.0,141,0.325,0.275,0.294,0.6,0.404,0.419,0.369,13,40,86.6,15.9,2513,88.7,89.24,11,78,63,0.5,6.6,-3.5,3.5,134,0.161,0.097,0.211,0.258,0.195,0.262,0.224,5,31,90.8,6.1,2106,87.9,88.27,17,66,68,0.3999999999999915,6.39,4.0,-4.0,135,1,10,502100002,0
2848,45125MINDH0,0,77,96,1.0,130,0.265,0.176,0.308,0.441,0.321,0.299,0.23,9,34,87.0,21.7,2151,87.0,88.1,19,63,67,1.0999999999999943,6.75,-1.2,1.2,191,0.35,0.375,0.4,0.725,0.47,0.391,0.277,14,40,88.6,10.6,2275,91.6,92.49,32,98,93,0.9000000000000057,6.64,-3.9,3.9,182,10,3,300000000,1
2849,45125SEADH0,0,77,94,1.0,191,0.35,0.375,0.4,0.725,0.47,0.391,0.277,14,40,88.6,10.6,2275,91.6,92.49,32,98,93,0.9000000000000057,6.64,-3.9,3.9,130,0.265,0.176,0.308,0.441,0.321,0.299,0.23,9,34,87.0,21.7,2151,87.0,88.1,19,63,67,1.0999999999999943,6.75,-1.2,1.2,182,3,10,203201002,0
2850,45125TBDH0,0,74,98,1.0,141,0.25,0.219,0.353,0.469,0.346,0.307,0.22,8,32,90.5,10.3,2210,91.9,91.7,21,73,68,-0.2,6.21,-1.5,1.5,144,0.188,0.25,0.143,0.438,0.318,0.326,0.227,6,32,86.3,23.2,2061,86.9,87.39,13,73,71,0.5,6.64,1.5,-1.5,157,3,5,00100130x,0
2851,45125TEXDH0,0,74,96,1.0,144,0.188,0.25,0.143,0.438,0.318,0.326,0.227,6,32,86.3,23.2,2061,86.9,87.39,13,73,71,0.5,6.64,1.5,-1.5,141,0.25,0.219,0.353,0.469,0.346,0.307,0.22,8,32,90.5,10.3,2210,91.9,91.7,21,73,68,-0.2,6.21,-1.5,1.5,157,5,3,000000120,1
